,cell line,test,material,source,organism,cell type,morphology,tissue,disease,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,CrippenClogP,chi0v,chi1v,chi2v,hallKierAlpha,kappa1
487,HepG2,XTT,Ag,additional,Human,Human,epithelial,liver,Carcinoma,48,10,31.35245902,80,-15.6,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
488,HepG2,XTT,Ag,additional,Human,Human,epithelial,liver,Carcinoma,48,100,13.21721311,80,-15.6,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
536,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,24,5,100.2657807,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
537,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,24,10,90.29900332,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
538,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,24,15,84.11960133,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
539,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,24,20,66.07973422,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
540,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,24,25,51.42857143,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
541,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,24,30,48.43853821,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
542,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,24,35,41.96013289,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
543,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,48,5,99.66777409,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
